ACCOUNT_NUMBER	CUSTOMER_TYPE	ACCOUNT_TYPE	PRODUCT_NAME	OPEN_DATE	ACCT_AGE_YEARS	CURRENT_BALANCE	CUSTOMER_ID	STATE	COUNTRY	BIRTH_DATE	AGE	AGE_CATEGORY	GENDER	CITIZENSHIP	RESIDENCY_COUNTRY	OCCUPATION	INCOME	NAICS	AVG_TRXNS_WEEK	AVG_TRXN_AMT	TRXN_AMT_MONTHLY	REGISTRATION_COUNTRY	REGISTRATION_DATE	ACCT_OPEN_CHANNEL	NNM	OFAC	314b	ALERT	FP	FN
40cb23fa-b3e4-4cd0-a4ae-5787db3e2c3a	BUSINESS	Checking	DD D-PE		5.5	0.0	40cb23fa-b3e4-4cd0-a4ae-5787db3e2c3a		267.0				Unknown		267.0			522293.0	0.08	7995.58	103942.5	267.0			No	No	No	Yes	Yes	No
40cf7158-6141-42ce-9371-92ec4284ab13	INDIVIDUAL	Loan	Money Market Savings		24.8	446132.0	40cf7158-6141-42ce-9371-92ec4284ab13		267.0		26.9	18-30	Unknown		267.0	student			1.52	1547027.72	1793926.3529411764	254.0			No	No	No	Yes	Yes	No
40e15446-836c-4a8a-b426-04494bdfa67c	INDIVIDUAL	Certificate of Deposit	Checking Account		29.69	4053284.0	40e15446-836c-4a8a-b426-04494bdfa67c		267.0		62.5	60+	Unknown		267.0	engineer	0.0		3.58	330713.35	2619328.988461538	254.0			No	No	No	Yes	No	Yes
40e63f11-4ac9-46fd-a30a-4bf846680bc9	INDIVIDUAL	Other	Fixed Rate 1st Mortgage Loan		21.73	132666656.0	40e63f11-4ac9-46fd-a30a-4bf846680bc9		267.0		39.4	31-45	A		267.0	Developer			1.4000000000000001	193797.63	1127624.5555555555	267.0			No	No	No	Yes	Yes	No
40ecc083-52c4-43cb-9b14-2c4dd2ee4d19	INDIVIDUAL	Certificate of Deposit	POD Savings Account		48.4	6199967.0	40ecc083-52c4-43cb-9b14-2c4dd2ee4d19		267.0		57.0	46-60	B		267.0	receptionist/admin	0.0		0.7	82808.31	1166765.5	254.0			No	No	No	Yes	Yes	No
40ed02d9-02ac-4f0e-93a2-96a31a6bee5b	INDIVIDUAL	Certificate of Deposit	POD Savings Account		20.95	7336445.0	40ed02d9-02ac-4f0e-93a2-96a31a6bee5b		267.0		25.8	18-30	B		267.0				0.34	35990.52	248506.0	267.0			No	No	No	Yes	Yes	No
40eef3c0-c475-4cf6-8eaf-1105a7531437	INDIVIDUAL	Certificate of Deposit	POD Savings Account		11.98	13081817.0	40eef3c0-c475-4cf6-8eaf-1105a7531437		267.0		42.6	31-45	Unknown		267.0	Pharmacy Tech			1.48	31311.4	172989.66666666666	267.0			No	No	No	Yes	Yes	No
40fb4953-0f5b-43d8-9eaa-50e79ba7f776	INDIVIDUAL	Other	Trust Savings Account		41.63	73856777.0	40fb4953-0f5b-43d8-9eaa-50e79ba7f776		267.0		68.6	60+	Unknown		267.0		0.0		0.45	80767.35	606640.6722222222	254.0			No	No	No	Yes	No	Yes
411287e8-a2e6-4b03-a1a9-68c337eca5e2	INDIVIDUAL	Loan	Money Market Savings		11.92	10237826.0	411287e8-a2e6-4b03-a1a9-68c337eca5e2		267.0		86.5	60+	A		267.0	Engineer	0.0		0.32	53243.96	639033.303030303	254.0			No	No	No	Yes	No	Yes
41147c1e-5fd8-465d-94b2-40439bf97881	INDIVIDUAL	Certificate of Deposit	POD Savings Account		17.0	1727569.0	41147c1e-5fd8-465d-94b2-40439bf97881		267.0		59.1	46-60	B		267.0	Payroll Clerk			1.39	202093.51	999952.8039215687	267.0			No	No	No	Yes	Yes	No
4117e832-890f-4f88-bcbb-d2616a48444c	INDIVIDUAL	Checking	PREFERRED CHECKING		26.55	107938.0	4117e832-890f-4f88-bcbb-d2616a48444c		267.0		62.6	60+	A		267.0		0.0		0.58	60491.51	277108.73333333334	267.0			No	No	No	Yes	Yes	No
4130c0ad-1f95-4407-ab27-b294c1b8de38	BUSINESS	Checking	DD D-14		5.37	0.0	4130c0ad-1f95-4407-ab27-b294c1b8de38		267.0				Unknown		267.0			454110.0	0.07	1309.85	18571.75	267.0			No	No	No	Yes	Yes	No
41315e70-9f4f-4168-8929-a3173b6234bc	BUSINESS	Checking	DD D-21		8.4	171585367.0	41315e70-9f4f-4168-8929-a3173b6234bc		267.0				Unknown		267.0			448210.0	270.11	40169431.41	114976097.6830364	267.0			No	No	No	Yes	No	Yes
4141bc90-5beb-4984-83f2-30fdd686bd4f	INDIVIDUAL	Checking	PREFERRED CHECKING		7.44	143577.0	4141bc90-5beb-4984-83f2-30fdd686bd4f		267.0		36.6	31-45	A		267.0	GARBAGE TRUCK DRIVER	0.0		0.29	22953.61	120431.90909090907	267.0			No	No	No	Yes	Yes	No
414d6c5b-5726-4264-85ff-2808939bb620	INDIVIDUAL	Savings	IRA Rollover 2 Year		12.54	40864741.0	414d6c5b-5726-4264-85ff-2808939bb620		267.0		46.0	46-60	Unknown		267.0	SR FINANCE ANALYST			0.35	22516.75	118481.0	267.0			No	No	No	Yes	Yes	No
414e6078-e4f4-4df9-bc83-3426d761717c	INDIVIDUAL	Checking	BUSINESS CHECKING		20.64	349432.0	414e6078-e4f4-4df9-bc83-3426d761717c		267.0		28.6	18-30	A		267.0	HELPER	0.0		1.46	151408.41	570065.5384615385	267.0			No	No	No	Yes	No	Yes
415a6292-df26-4826-8f65-d01ee97e204f	INDIVIDUAL	Checking	ICHECKING		4.1	5013.0	415a6292-df26-4826-8f65-d01ee97e204f		267.0		38.5	31-45	B		267.0	PCA	0.0		0.27	51192.07	294963.8333333333	267.0			No	No	No	Yes	Yes	No
4174afa6-ea70-4c2d-8777-2bc407c36f89	INDIVIDUAL	Other	LC Line Of Credit		9.56	4723534.0	4174afa6-ea70-4c2d-8777-2bc407c36f89		267.0		33.9	31-45	B		267.0	Front Desk			0.72	123097.03	837412.8	267.0			No	No	No	Yes	Yes	No
417fe8b1-a1bd-4a61-8fd0-3c417d1581ee	INDIVIDUAL	Loan	Money Market Savings		17.88	27338068.0	417fe8b1-a1bd-4a61-8fd0-3c417d1581ee		267.0		39.0	31-45	Unknown		267.0	Planner			2.08	172421.21000000002	738218.7222222221	254.0			No	No	No	Yes	Yes	No
418d4517-ecf6-4013-b79e-9b48d2482463	INDIVIDUAL	Checking	DD D-CC		11.37	1639417.0	418d4517-ecf6-4013-b79e-9b48d2482463		254.0		41.7	31-45	A		254.0				0.6	139756.9	799116.3909090909	254.0			No	No	No	Yes	Yes	No
41a782a8-a275-4035-9925-a4601cc67929	INDIVIDUAL	Loan	PP Visa Platinum Rewards		12.27	1316977.0	41a782a8-a275-4035-9925-a4601cc67929		267.0		41.8	31-45	B		267.0	DRIVER			1.2	182471.63	1168089.8856209149	267.0			No	No	No	Yes	No	Yes
41ac1bac-53bb-40c1-82f7-12eadd77fa04	INDIVIDUAL	Loan	PP Visa Platinum Rewards		25.17	129616.0	41ac1bac-53bb-40c1-82f7-12eadd77fa04		267.0		25.3	18-30	A		267.0	Food/Beverage Associate			0.55	85839.03	389779.28571428574	254.0			No	No	No	Yes	No	Yes
41b5c9ae-7e5b-4099-8a4b-47c8ca7c6116	INDIVIDUAL	Checking	PREMIER CHECKING		36.48	937763.0	41b5c9ae-7e5b-4099-8a4b-47c8ca7c6116		267.0		81.5	60+	B		267.0	HOMEMAKER	0.0		1.25	43169.39	234791.0	267.0			No	No	No	Yes	Yes	No
41cd399c-2330-4d40-ad7a-3297513d2ad7	INDIVIDUAL	Certificate of Deposit	POD Savings Account		11.56	20464152.0	41cd399c-2330-4d40-ad7a-3297513d2ad7		267.0		52.2	46-60	B		267.0	Geneticist			0.29000000000000004	20898.95	152756.66666666666	267.0			No	No	No	Yes	Yes	No
41d4881e-701e-4dc6-bbc9-ab722ec24c28	INDIVIDUAL	Other	Fixed Rate 1st Mortgage Loan		46.38	66640808.0	41d4881e-701e-4dc6-bbc9-ab722ec24c28		267.0		68.5	60+	A		267.0	Retired Lockheed Manager			3.63	328847.67000000004	1716126.225	254.0			No	No	No	Yes	No	Yes
41d6d6e0-0383-4939-9d7a-2e27b344b41b	INDIVIDUAL	Other	Fixed Rate 1st Mortgage Loan		24.93	253728682.0	41d6d6e0-0383-4939-9d7a-2e27b344b41b		267.0		42.2	31-45	Unknown		267.0				0.35	33617.43	165342.85714285713	267.0			No	No	No	Yes	Yes	No
41d8b5da-537c-45ff-bec4-fccfcd1c1abf	BUSINESS	Checking	DD D-19		4.81	0.0	41d8b5da-537c-45ff-bec4-fccfcd1c1abf		267.0				Unknown		267.0			454110.0	0.12	5904.31	59746.0	267.0			No	No	No	Yes	Yes	No
41dc1315-73d6-4328-8c11-0d469fe6ab73	INDIVIDUAL	Checking	SR Visa Signature Rewards		35.26	1008356.0	41dc1315-73d6-4328-8c11-0d469fe6ab73		267.0		35.9	31-45	B		267.0	ACCOUNTANT			0.16	33611.44	424464.4	254.0			No	No	No	Yes	Yes	No
41dd4a45-65c6-43ae-a327-5d0a8dea2b58	INDIVIDUAL	Loan	PP Visa Platinum Rewards		18.84	126633.0	41dd4a45-65c6-43ae-a327-5d0a8dea2b58		267.0		28.5	18-30	A		267.0	Merchandise Assoc			2.5500000000000003	68757.01	300365.71428571426	267.0			No	No	No	Yes	Yes	No
41ea8f1c-9243-4851-a290-7e02175acf8d	INDIVIDUAL	Certificate of Deposit	POD Savings Account		35.27	7327546.0	41ea8f1c-9243-4851-a290-7e02175acf8d		267.0		61.6	60+	Unknown		267.0		0.0		1.4700000000000002	219353.07	1223405.8857142858	267.0			No	No	No	Yes	Yes	No
41eae98b-0b76-4ac1-b3ef-baa3f45db8d0	INDIVIDUAL	Certificate of Deposit	Checking Account		3.82	50134.0	41eae98b-0b76-4ac1-b3ef-baa3f45db8d0		267.0		42.6	31-45	Unknown		267.0	Pet sitting			0.26	25716.62	124297.0	267.0			No	No	No	Yes	Yes	No
41f615e2-94dd-4092-b12a-e7c0e2a21d2f	INDIVIDUAL	Checking	DD D-CC		16.46	1746741.0	41f615e2-94dd-4092-b12a-e7c0e2a21d2f		267.0		56.0	46-60	A		267.0				1.3499999999999999	129991.59	827120.7003246753	267.0			No	No	No	Yes	Yes	No
42065862-1d55-4413-8ba9-96a92a095426	INDIVIDUAL	Other	Trust Savings Account		48.4	71915780.0	42065862-1d55-4413-8ba9-96a92a095426		267.0		83.2	60+	Unknown		267.0				0.26	46410.77	344537.875	254.0			No	No	No	Yes	Yes	No
420d3f49-0fe3-4564-89de-80ecc2b34c83	INDIVIDUAL	Certificate of Deposit	Checking Account		8.92	218247.0	420d3f49-0fe3-4564-89de-80ecc2b34c83		267.0		35.8	31-45	Unknown		267.0	Clinical Therapist@Bayless Integrated			0.4	31137.55	199382.66666666666	267.0			No	No	No	Yes	No	Yes
421307ee-2a31-4738-90d1-940d7b075e02	INDIVIDUAL	Checking	SR Visa Signature Rewards		21.14	1877950.0	421307ee-2a31-4738-90d1-940d7b075e02		267.0		66.5	60+	B		267.0				0.23	51239.88	352091.2	267.0			No	No	No	Yes	Yes	No
42197aaa-0823-4c39-99be-f82dc4acffd0	INDIVIDUAL	Other	DN  Indirect New		30.13	8846861.0	42197aaa-0823-4c39-99be-f82dc4acffd0		267.0		57.5	46-60	B		267.0	Social Worker	0.0		2.37	308283.49	1954235.5583333333	267.0			No	No	No	Yes	Yes	No
42266cfb-494a-40bd-ac00-bd32fd571c3b	INDIVIDUAL	Checking	Transfers to Minors Acct		19.42	1873977.0	42266cfb-494a-40bd-ac00-bd32fd571c3b		267.0		8.6	18-30	A		267.0	minor			2.05	39972.8	630247.0	267.0			No	No	No	Yes	Yes	No
42287b80-0471-419f-96b6-abe4771bccfa	INDIVIDUAL	Checking	PREFERRED CHECKING		10.92	4599651.0	42287b80-0471-419f-96b6-abe4771bccfa		267.0		52.3	46-60	B		267.0	OPERATION TECHNICIAN	0.0		0.22	54236.6	406774.5	267.0			No	No	No	Yes	Yes	No
4233e490-106d-450c-8211-493bb3d92508	INDIVIDUAL	Loan	LN CR- 60M		8.86	416258966.0	4233e490-106d-450c-8211-493bb3d92508		254.0		42.6	31-45	A		254.0				10.35	1232543.54	5571508.002728073	254.0			No	No	No	Yes	Yes	No
423e3c62-6909-4b73-a8c7-cbf6625d7293	INDIVIDUAL	Certificate of Deposit	Checking Account		38.82	22617490.0	423e3c62-6909-4b73-a8c7-cbf6625d7293		267.0		67.4	60+	Unknown		267.0		0.0		0.71	154812.59000000003	684031.3333333334	267.0			No	No	No	Yes	Yes	No
42434e23-c6ca-4de9-b49f-eb0ca5138e19	INDIVIDUAL	Loan	Money Market Savings		29.84	11115874.0	42434e23-c6ca-4de9-b49f-eb0ca5138e19		267.0		38.5	31-45	Unknown		267.0	technical recruiter			0.9199999999999999	148599.41999999998	858316.7756410256	254.0			No	No	No	Yes	Yes	No
424a4068-cded-47f6-aabd-2f29f3135ffb	INDIVIDUAL	Other	Unknown		7.35	26631480.0	424a4068-cded-47f6-aabd-2f29f3135ffb		267.0		51.0	46-60	Unknown		267.0	Manager Supply Chain			3.58	266552.88	844916.8333333334	267.0			No	No	No	Yes	Yes	No
424b4402-f038-47a3-8097-7273db1b4cab	INDIVIDUAL	Other	Trust Savings Account		20.43	146818.0	424b4402-f038-47a3-8097-7273db1b4cab		267.0		82.3	60+	Unknown		267.0				0.4	46754.6	116886.5	267.0			No	No	No	Yes	Yes	No
42635f54-ee02-45ac-9706-bf7d1a83e207	INDIVIDUAL	Checking	PREMIER CHECKING		24.71	1683872.0	42635f54-ee02-45ac-9706-bf7d1a83e207		267.0				Unknown		267.0	NURSE	0.0		0.26	45183.68	294339.4	267.0			No	No	No	Yes	Yes	No
4267a18d-9f6e-45ed-97b0-cb6fd883d8ce	INDIVIDUAL	Loan	Money Market Savings		25.45	56078911.0	4267a18d-9f6e-45ed-97b0-cb6fd883d8ce		267.0		49.2	46-60	Unknown		267.0	Homemaker			1.3900000000000001	145173.87	925885.1666666666	254.0			No	No	No	Yes	No	Yes
426c8b48-e8ae-48b9-b5f8-f1b544bce5ff	INDIVIDUAL	Certificate of Deposit	Checking Account		27.87	8517653.0	426c8b48-e8ae-48b9-b5f8-f1b544bce5ff		267.0		63.3	60+	Unknown		267.0				0.72	125950.92000000001	571025.25	267.0			No	No	No	Yes	Yes	No
426ce108-8cf2-4750-b891-d1e5c9eb2190	INDIVIDUAL	Savings	SAVINGS ACCOUNT		4.82	730500.0	426ce108-8cf2-4750-b891-d1e5c9eb2190		267.0		57.2	46-60	B		267.0	SECRETARY	0.0		0.77	184179.7	1024666.7222222222	267.0			No	No	No	Yes	No	Yes
4272cf19-821f-401d-a210-99319eb9b74b	INDIVIDUAL	Checking	SR Visa Signature Rewards		32.46	3941844.0	4272cf19-821f-401d-a210-99319eb9b74b		267.0		54.5	46-60	Unknown		267.0		0.0		1.2600000000000002	259797.84000000003	1173462.188235294	267.0			No	No	No	Yes	No	Yes
4292d460-47cc-401f-a47b-13d50f1de391	INDIVIDUAL	Other	IRA Contributory 2 Year		32.83	1091647.0	4292d460-47cc-401f-a47b-13d50f1de391		267.0		63.2	60+	Unknown		267.0				0.62	106715.88	447183.49019607843	254.0			No	No	No	Yes	Yes	No
42948c13-4749-478a-bf21-1c9ef2ef3fe5	INDIVIDUAL	Loan	Money Market Savings		39.73	12225768.0	42948c13-4749-478a-bf21-1c9ef2ef3fe5		267.0		60.4	60+	Unknown		267.0				0.5900000000000001	113539.10999999999	687640.35	267.0			No	No	No	Yes	Yes	No
4294b3a1-2119-4c2c-b692-15960347e606	INDIVIDUAL	Loan	R/E BUSINESS 365/360		3.75	2545611031.0	4294b3a1-2119-4c2c-b692-15960347e606		267.0		35.6	31-45	A		267.0	REAL ESTATE INVESTME	0.0		2.7600000000000002	266462.67	990239.590909091	267.0			No	No	No	Yes	Yes	No
429f1c1d-5dc7-42e9-bc2f-27da469f7e4c	INDIVIDUAL	Loan	Money Market Savings		8.92	1911346.0	429f1c1d-5dc7-42e9-bc2f-27da469f7e4c		267.0		35.7	31-45	A		267.0	Quality Assurance Specialist			0.4	31137.55	199382.66666666666	267.0			No	No	No	Yes	No	Yes
42c1d201-eece-4127-b0a3-b2c2c8b84af3	INDIVIDUAL	Certificate of Deposit	POD Savings Account		10.7	1332106.0	42c1d201-eece-4127-b0a3-b2c2c8b84af3		267.0		22.6	18-30	Unknown		267.0	MINOR			0.15000000000000002	20543.92	273436.3333333333	267.0			No	No	No	Yes	Yes	No
42da7af5-486e-4cf4-a73b-e4d1c7408742	INDIVIDUAL	Other	CM New Auto		16.51	9019259.0	42da7af5-486e-4cf4-a73b-e4d1c7408742		267.0		37.4	31-45	B		267.0	Homemaker			0.48000000000000004	43940.38	504746.619047619	267.0			No	No	No	Yes	Yes	No
42dafd0e-cc2f-4aee-b17e-46fd07fad985	INDIVIDUAL	Checking	DD D-SB		17.04	55303432.0	42dafd0e-cc2f-4aee-b17e-46fd07fad985		254.0		44.6	31-45	B		254.0				1.47	80733.19	421388.3846153846	254.0			No	No	No	Yes	Yes	No
42f319fc-97b2-41d3-a399-a895e0efefb9	INDIVIDUAL	Loan	Money Market Savings		21.28	3571061.0	42f319fc-97b2-41d3-a399-a895e0efefb9		267.0		54.3	46-60	B		267.0	HR Manager			0.5800000000000001	102336.44	1255047.4000000001	267.0			No	No	No	Yes	Yes	No
430577ff-fce1-4308-ae4d-54b3975eb3ef	INDIVIDUAL	Certificate of Deposit	POD Savings Account		34.13	252187227.0	430577ff-fce1-4308-ae4d-54b3975eb3ef		267.0		71.2	60+	Unknown		267.0	retired com system			0.36	81394.64	1231934.9166666665	254.0			No	No	No	Yes	Yes	No
430d7bfe-93b2-47f2-8487-2b884b43dfc1	INDIVIDUAL	Certificate of Deposit	Checking Account		6.49	13691.0	430d7bfe-93b2-47f2-8487-2b884b43dfc1		267.0		51.2	46-60	B		267.0	Lab Assistant II			0.61	55909.43	249196.3333333333	267.0			No	No	No	Yes	Yes	No
430f5e29-e6f4-4e5a-94c1-9769e03afe22	INDIVIDUAL	Loan	Money Market Savings		37.04	69447963.0	430f5e29-e6f4-4e5a-94c1-9769e03afe22		267.0		66.1	60+	B		267.0	BUSINESS DEV MNGR	0.0		1.29	55372.12	248895.16666666663	267.0			No	No	No	Yes	Yes	No
4312454e-bfb7-45ec-8b80-a5e9e245cfa3	INDIVIDUAL	Certificate of Deposit	Checking Account		7.53	165257.0	4312454e-bfb7-45ec-8b80-a5e9e245cfa3		267.0		55.1	46-60	B		267.0	hoist operator			0.66	122116.68	581923.3571428572	267.0			No	No	No	Yes	Yes	No
4325e6d9-6f7d-4c5f-bf1f-c1717607b656	INDIVIDUAL	Other	Real Estate Investment Property Loans  Adjustable		26.76	94680225.0	4325e6d9-6f7d-4c5f-bf1f-c1717607b656		267.0		47.7	46-60	Unknown		267.0	Engineer	0.0		2.26	47779.0	266769.3214285714	254.0			No	No	No	Yes	Yes	No
4330b6d4-db1c-4d5e-b215-503b644a6986	INDIVIDUAL	Other	Fixed Rate 1st Mortgage Loan		24.98	23069021.0	4330b6d4-db1c-4d5e-b215-503b644a6986		267.0		48.8	46-60	Unknown		267.0				0.74	114637.46	506588.4	267.0			No	No	No	Yes	Yes	No
433db185-7845-4d81-b313-36ab90e8fdff	INDIVIDUAL	Other	Fixed Rate 1st Mortgage Loan		34.14	113201292.0	433db185-7845-4d81-b313-36ab90e8fdff		267.0		53.0	46-60	A		267.0	Director of IT	0.0		1.02	147879.66	608683.25	267.0			No	No	No	Yes	No	Yes
4345fde3-fcb9-493f-94b0-b0218267a0d1	INDIVIDUAL	Checking	BUSINESS CHECKING		48.23	1965859.0	4345fde3-fcb9-493f-94b0-b0218267a0d1		267.0		57.9	46-60	B		267.0	CEO	0.0		0.67	113882.70000000001	777245.0166666667	267.0			No	No	No	Yes	Yes	No
4357eeee-2f41-4b62-87a0-2785917513fd	INDIVIDUAL	Loan	Money Market Savings		15.7	3471569.0	4357eeee-2f41-4b62-87a0-2785917513fd		267.0		30.1	31-45	Unknown		267.0	Lab Tech			1.56	527159.83	1715033.0	267.0			No	No	No	Yes	Yes	No
436eba62-f041-4e18-a936-92a9ce23bd12	INDIVIDUAL	Loan	Money Market Savings		20.89	4482724.0	436eba62-f041-4e18-a936-92a9ce23bd12		267.0		64.1	60+	B		267.0	Manager	0.0		0.62	198559.88999999998	2550426.8	254.0			No	No	No	Yes	No	Yes
43793b24-c99d-420c-95f7-53a585753c0e	INDIVIDUAL	Other	DU Indirect Used		11.18	6921104.0	43793b24-c99d-420c-95f7-53a585753c0e		267.0		62.9	60+	B		267.0	SR. CLINICAL RESEARCH			2.67	267220.9	1176455.3111111112	267.0			No	No	No	Yes	Yes	No
4383bb93-9bfb-4179-ab20-8adfb73d8af9	INDIVIDUAL	Certificate of Deposit	POD Savings Account		15.78	4526761.0	4383bb93-9bfb-4179-ab20-8adfb73d8af9		267.0		33.0	31-45	B		267.0	HR			1.58	139843.57	1033926.5	267.0			No	No	No	Yes	Yes	No
4384e794-9308-41f6-acd8-9b4f6e9d53c5	INDIVIDUAL	Loan	Money Market Savings		24.91	4293788.0	4384e794-9308-41f6-acd8-9b4f6e9d53c5		267.0		31.5	31-45	A		267.0	Trainer			2.23	183529.43	449559.0	254.0			No	No	No	Yes	Yes	No
438f8d05-b6ef-4c0d-a334-0dc4760c0a7b	BUSINESS	Checking	DD D-19		4.95	0.0	438f8d05-b6ef-4c0d-a334-0dc4760c0a7b		267.0				Unknown		267.0			454110.0	0.08	10105.02	159515.0	267.0			No	No	No	Yes	Yes	No
43a699b8-af4a-48a8-a495-5e46be6918c6	INDIVIDUAL	Other	Trust Savings Account		39.67	5276897.0	43a699b8-af4a-48a8-a495-5e46be6918c6		267.0		55.5	46-60	Unknown		267.0				0.25	12220.84	161720.0833333333	254.0			No	No	No	Yes	Yes	No
43aa0a95-d8e2-4538-8f7b-772150305e8e	BUSINESS	Checking	DD D-14		5.83	0.0	43aa0a95-d8e2-4538-8f7b-772150305e8e		267.0				Unknown		267.0			454110.0	0.15	25612.15	166479.0	267.0			No	No	No	Yes	Yes	No
43b001e9-f72f-46c6-9eda-3027294624a9	BUSINESS	Checking	MONEY MARKET-S		30.86	7372666.0	43b001e9-f72f-46c6-9eda-3027294624a9		267.0				Unknown		267.0			447110.0	0.42	26748.78	138740.92307692306	267.0			No	No	No	Yes	Yes	No
43ce249e-f5e3-47d5-95bc-97c6f016ec6f	INDIVIDUAL	Checking	ICHECKING		19.05	248632.0	43ce249e-f5e3-47d5-95bc-97c6f016ec6f		267.0		61.6	60+	B		267.0	HUMAN RESOURCES	0.0		1.26	112937.08	693584.6003996003	267.0			No	No	No	Yes	No	Yes
43d3bf4a-49ec-4d26-86ce-d73b8f80bf93	INDIVIDUAL	Certificate of Deposit	POD Savings Account		22.85	300363.0	43d3bf4a-49ec-4d26-86ce-d73b8f80bf93		267.0		46.0	46-60	Unknown		267.0				2.3200000000000003	488805.5	671626.3333333333	267.0			No	No	No	Yes	Yes	No
43dad5e1-db3d-47c4-85a6-1249158672e4	INDIVIDUAL	Other	Sub Savings Account		29.63	6993856.0	43dad5e1-db3d-47c4-85a6-1249158672e4		267.0		51.9	46-60	Unknown		267.0	Tax Examiner			1.7	118904.81	756901.1904761905	254.0			No	No	No	Yes	Yes	No
43ecf3bf-e41a-44ba-8d54-3f58f6e95bc1	INDIVIDUAL	Other	Adj Rate 1st Deed 5 Yr 5		19.22	92341205.0	43ecf3bf-e41a-44ba-8d54-3f58f6e95bc1		267.0		64.7	60+	B		267.0	Engineering Manger			2.92	292848.43	1777059.938095238	267.0			No	No	No	Yes	No	Yes
43ef07b5-8ff2-4e13-b561-ece5b2fce086	INDIVIDUAL	Other	Trust Savings Account		47.85	4694219.0	43ef07b5-8ff2-4e13-b561-ece5b2fce086		267.0		48.3	46-60	A		267.0				0.31	25568.25	301269.3	254.0			No	No	No	Yes	Yes	No
43fc5b47-a037-4e67-8235-0e6e3bfe3b4e	INDIVIDUAL	Savings	IRA Rollover 2 Year		48.4	62878213.0	43fc5b47-a037-4e67-8235-0e6e3bfe3b4e		267.0		75.4	60+	Unknown		267.0	retired engineer	0.0		0.26	36281.41	430565.6666666666	254.0			No	No	No	Yes	Yes	No
441f9423-6902-4f82-b2e0-63aa2b3847bb	INDIVIDUAL	Savings	Fixed 20 Yr 1st Mortgage		23.98	67967134.0	441f9423-6902-4f82-b2e0-63aa2b3847bb		267.0		55.5	46-60	Unknown		267.0	Sales			0.44	148459.96000000002	1465039.0666666667	267.0			No	No	No	Yes	Yes	No
4421e674-1419-4d3f-ab76-a9853f0ad139	INDIVIDUAL	Other	Fixed Rate 1st Mortgage Loan		42.85	38230177.0	4421e674-1419-4d3f-ab76-a9853f0ad139		267.0		81.6	60+	Unknown		267.0		0.0		0.13	11589.94	126164.8	254.0			No	No	No	Yes	Yes	No
442d42fa-4e82-4cda-a5c9-896c4416fb82	INDIVIDUAL	Loan	Money Market Savings		45.46	2637678.0	442d42fa-4e82-4cda-a5c9-896c4416fb82		267.0		35.2	31-45	A		267.0	Gardener			1.69	239944.95	1121290.45	254.0			No	No	No	Yes	No	Yes
443273cf-5106-4508-a95a-0a460cffb36a	INDIVIDUAL	Loan	Money Market Savings		45.51	4321535.0	443273cf-5106-4508-a95a-0a460cffb36a		267.0		36.9	31-45	B		267.0	Marketing			1.34	155214.57	741837.2072192513	254.0			No	No	No	Yes	No	Yes
44394552-0b81-4264-b9de-7839b01f5746	INDIVIDUAL	Checking	PREFERRED CHECKING		34.16	999620.0	44394552-0b81-4264-b9de-7839b01f5746		267.0		63.8	60+	B		267.0	HOME HEALTH AIDE	0.0		1.63	84339.96	387391.9111111111	267.0			No	No	No	Yes	Yes	No
444e4f6f-e61d-41af-8c31-e62c441c71f2	INDIVIDUAL	Other	Sub Savings Account		48.4	8913296.0	444e4f6f-e61d-41af-8c31-e62c441c71f2		267.0		70.4	60+	B		267.0	Administrative			1.68	100177.06	649719.1777777778	267.0			No	No	No	Yes	Yes	No
446696dc-fffb-466d-beda-cd1b1fab7f0b	INDIVIDUAL	Other	DN  Indirect New		26.97	12182245.0	446696dc-fffb-466d-beda-cd1b1fab7f0b		267.0		42.5	31-45	Unknown		267.0				0.95	269473.15	1207813.3333333333	267.0			No	No	No	Yes	Yes	No
447236ff-8063-4874-9968-2b985ed209de	INDIVIDUAL	Loan	Money Market Savings		6.57	26349.0	447236ff-8063-4874-9968-2b985ed209de		267.0		20.5	18-30	Unknown		267.0	student			0.06	1694.31	28742.75	267.0			No	No	No	Yes	Yes	No
44802095-bd84-4800-a93e-cbc581867a30	INDIVIDUAL	Other	Fixed Rate 1st Mortgage Loan		48.4	82629100.0	44802095-bd84-4800-a93e-cbc581867a30		267.0		70.7	60+	Unknown		267.0		0.0		1.08	262651.23	1849879.8666666667	254.0			No	No	No	Yes	Yes	No
4489adff-ddb9-41ee-a3f5-4c398b3d321c	INDIVIDUAL	Other	Trust Savings Account		39.69	10270100.0	4489adff-ddb9-41ee-a3f5-4c398b3d321c		267.0		73.1	60+	B		267.0	Factory Associate	0.0		1.17	190037.9	889711.6362179487	254.0			No	No	No	Yes	No	Yes
44aba12a-3160-4aea-a588-271fdeec57fb	INDIVIDUAL	Loan	Money Market Savings		7.81	935279.0	44aba12a-3160-4aea-a588-271fdeec57fb		267.0		23.7	18-30	Unknown		267.0	Unemployed			0.22	44843.19	253917.27272727276	267.0			No	No	No	Yes	Yes	No
44b216ad-2f96-4b80-8eb6-ba9a8aaef869	INDIVIDUAL	Other	Fixed Rate 1st Mortgage Loan		48.4	91733493.0	44b216ad-2f96-4b80-8eb6-ba9a8aaef869		267.0		51.2	46-60	Unknown		267.0	Medical Assistant	0.0		1.06	259860.37999999998	1914713.3499999999	254.0			No	No	No	Yes	Yes	No
